Quality	#1 ID	#2 ID	#1 String	#2 String
0	355	10059	Will soon shake your windows and rattle your walls	For the times, they are achanging.
0	356	10060	Come, mothers and fathers throughout the land,	And don't criticize what you can't understand.
0	357	10061	Your sons and your daughters are beyond your command,	Your old road is rapidly aging.
0	358	10062	Please get out of the new one if you can't lend your hand	For the times, they are achanging.
0	359	10063	The line, it is drawn, the curse, it is cast,	The slow one now will later be fast
0	360	10064	As the present now will later be past.	The order is rapidly fading
0	361	10065	And the first one now will later be last	For the times, they are achanging.
1	362	10066	Hollis Brown, he lived on the outside of town,	Hollis Brown, he lived on the outside of town
0	363	10067	With his wife and five children and his cabin broken down.	You looked for work and money and you walked a ragged mile.
0	364	10068	You looked for work and money and you walked a ragged mile.	Your children are so hungry that they don't know how to smile.
1	365	10069	Your baby's eyes look crazy, they're tugging at your sleeve,	Your baby's eyes look crazy, they're tugging at your sleeve.
0	366	10070	You walk the floor and wonder why with every breath you breathe.	The rats have got your flour, bad blood, it got your mare,
0	367	10071	The rats have got your flour, bad blood, it got your mare.	If there's anyone that knows, is there anyone that cares?
1	368	10072	You prayed to the Lord above, oh, please send you a friend,	You prayed to the Lord above, oh, please send you a friend.
0	369	10073	Your empty pockets tell you that you ain't got no friend.	Your babies're crying louder now, it's pounding on your brain,
0	370	10074	Your babies're crying louder, now, it's pounding on your brain.	Your wife's screams're stabbing you like the dirty, driving rain.
1	371	10075	Your grass is turning black, there's no water in your well,	Your grass is turning black, there's no water in your well.
0	372	10076	You spent your last, lone dollar on seven shotgun shells.	Way out in the wilderness a cold coyote calls,
0	373	10077	Way out in the wilderness a cold coyote calls.	Your eyes fix on the shotgun that's hanging on the wall.
1	374	10078	Your brain is bleeding and your legs can't seem to stand,	Your brain is bleeding and your legs can't seem to stand.
0	375	10079	Your eyes fix on the shotgun that you're holding in your hand.	There's seven breezes blowing all around the cabin door,
0	376	10080	There's seven breezes blowing all around the cabin door.	Seven shots ring out like the ocean's pounding roar.
1	377	10081	There's seven people dead on a South Dakota farm,	There's seven people dead on a South Dakota farm.
0	378	10082	Oh, my name, it ain't nothing, my age, it means less,	The country I come from is called the Midwest,
0	379	10083	I's taught and brought up there the laws to abide	And that the land that I live in has God on its side.
0	380	10084	Oh, the history books tell it, they tell it so well:	The cavalries charged, the Indians fell,
0	381	10085	The cavalries charged, the Indians died.	Oh, the country was young with God on its side.
0	382	10086	The SpanishAmerican War had its day	And the Civil War too was soon laid away
0	383	10087	And the names of the heroes I's made to memorize	With guns in their hands and God on their side.
0	384	10088	The First World War, boys, it came and it went.	The reason for fighting I never did get,
0	385	10089	But I learned to accept it, accept it with pride	For you don't count the dead when God's on your side.
0	386	10090	The Second World War came to an end,	We forgave the Germans and then we were friends.
0	387	10091	Though they murdered six million, in the ovens they fried,	The Germans now too have God on their side.
0	388	10092	I've learned to hate the Russians all through my whole life,	If another war comes, it's them we must fight,
0	389	10093	To hate them and fear them, to run and to hide,	And accept it all bravely with God on my side.
0	390	10094	But now we got weapons of chemical dust,	If fire them we're forced to, then fire them we must,
0	391	10095	One push of the button and a shot the world wide,	And you never ask questions when God's on your side.
0	392	10096	Through many a dark hour I've been thinking about this,	That Jesus Christ was betrayed by a kiss,
0	393	10097	But I can't think for you, you'll have to decide	Whether Judas Iscariot had God on his side.
0	394	10098	So, now as I'm leaving, I'm weary as hell,	The confusion I'm feeling ain't no tongue can tell,
0	395	10099	The words fill my head and fall to the floor,	That, if God's on our side, He'll stop the next war.
0	396	10100	Down the street the dogs are barking and the day is getting dark,	As the night comes in falling, the dogs'll lose their bark,
0	397	10101	And the silent night will shatter from the sounds inside my mind.	Yes, I'm one too many mornings and a thousand miles behind.
0	398	10102	From the crossroads of my doorstep my eyes start to fade	And I turn my head back to the room where my love and I have laid
0	399	10103	And I gaze back to the street, the sidewalk, and the sign	And I'm one too many mornings and a thousand miles behind.
0	400	10104	It's a restless, hungry feeling that don't mean no one no good	When everything I'm saying you can say it just as good.
0	401	10105	You're right from your side, I'm right from mine,	We're both just one too many mornings and a thousand miles behind.
0	402	10106	Come gather 'round, friends, and I'll tell you a tale	Of when the red iron ore pits run aplenty.
0	403	10107	But the cardboardfilled windows and old men on the benches	Tell you now that the whole town is empty.
0	404	10108	In the north end of town my own children're grown.	But I was raised on the other.
0	405	10109	In the wee hours of youth, my mother took sick	And I was brought up by my brother.
0	406	10110	The iron ore poured as the years passed the door,	The drag lines and the shovels, they was humming
0	407	10111	Till one day my brother failed to come home,	The same as my father before him.
0	408	10112	Well, the long winter's wait from the window I watched.	My friends, they couldn't have been kinder.
0	409	10113	And my schooling was cut as I quit in the spring	To marry John Thomas, a miner.
0	410	10114	Oh, the years passed again and the giving was good,	With the lunch bucket filled every season.
0	411	10115	What with three babies born, the work was cut down	To a half a day's shift with no reason.
0	412	10116	Then the shaft was soon shut and more work was cut	And the fire in the air, it felt frozen
0	413	10117	Till a man come to speak and he said in one week	That number eleven was closing.
0	414	10118	They complained in the East  they are paying too high.	They say that your ore ain't worth digging,
0	415	10119	That it's much cheaper down in the South American towns,	Where the miners work almost for nothing.
0	416	10120	So, the mining gates locked and the red iron rotted	And the room smelled heavy from drinking
0	417	10121	When the sad, silent song made the hour twice as long	As I waited for the sun to go sinking.
0	418	10122	I lived by the window as he talked to himself 	This silence of tongues, it was building.
0	419	10123	Till one morning's wake the bed, it was bare	And I's left alone with three children.
0	420	10124	The summer is gone, the ground's turning cold.	The stores one by one, they're folding.
0	421	10125	My children will go as soon as they grow.	Well, there ain't nothing here now to hold them.
0	422	10126	A bullet from the back of a bush took Medgar Evers's blood,	A finger fired the trigger to his name,
1	423	10127	A handle hid out in the dark,	A hand set the spark,
1	424	10128	Two eyes took the aim	Behind a man's brain.
0	425	10129	But he can't be blamed,	He's only a pawn in their game.
0	426	10130	A South politician preaches to the poor white man:	You got more than the blacks, don't complain!
0	427	10131	You're better than them, you been born with white skin, they explain.	And the Negro's name
1	428	10132	Is used, it is plain,	For the politician's gain,
1	429	10133	As he rises to fame	And the poor white remains
1	430	10134	On the caboose of the train.	But it ain't him to blame,
0	431	10135	He's only a pawn in their game.	The deputy sheriffs, the soldiers, the governors get paid,
0	432	10136	And the marshals and cops get the same.	But the poor white man's used in the hands of them all like a tool.
1	433	10137	He's taught in his school	From the start by the rule
1	434	10138	That the laws are with him,	To protect his white skin,
1	435	10139	To keep up his hate,	So he never thinks straight
0	436	10140	'Bout the shape that he's in.	But it ain't him to blame,
0	437	10141	He's only a pawn in their game.	From the poverty shacks, he looks from the cracks to the tracks
0	438	10142	And the hoofbeats pound in his brain.	And he's taught how to walk in a pack,
1	439	10143	Shoot in the back	With his fist in a clinch,
1	440	10144	To hang and to lynch,	To hide 'neath a hood,
1	441	10145	To kill with no pain.	Like a dog on a chain,
1	442	10146	He ain'ta got no name.	But it ain't him to blame,
0	443	10147	He's only a pawn in their game.	Today Medgar Evers was buried from the bullet he caught.
0	444	10148	They lowered him down as a king,	But, when the shadowy sun sets on the one
1	445	10149	That fired the gun,	He'll see by his grave
1	446	10150	On the stone that remains,	Carved next to his name,
0	447	10151	His epitaph plain:	"""Only a Pawn in Their Game."""
1	448	10152	"""Oh, I'm sailing away, my own true love,"	I'm sailing away in the morning.
0	449	10153	Is there something I can send you from across the sea,	"From the place that I'll be landing?"""
0	450	10154	"""No, there's nothing you can send me, my own true love,"	There's nothing I'm wishing to be owning.
0	451	10155	Just carry yourself back to me unspoiled	"From across that lonesome ocean."""
0	452	10156	"""Ah, but I just thought you might want something fine,"	Made of silver or of golden,
1	453	10157	Either from the mountains of Madrid	"Or from the coast of Barcelona."""
0	454	10158	"""Well, if I had the stars of the darkest night"	And the diamonds from the deepest ocean,
0	455	10159	I'd forsake them all for your sweet kiss	"For that's all I'm wishing to be owning."""
0	456	10160	"""That I might be gone a long, old time"	And it's only that I'm asking,
0	457	10161	Is there something I can send you to remember me by	"To make your time more easypassing?"""
0	458	10162	"""Oh, how canhow can you ask me again?"	It only brings me sorrow.
0	459	10163	The same thing I would want today	"I would want again tomorrow."""
0	460	10164	Oh, I got a letter on a lonesome day,	It was from her ship sailing,
